id_hogar,ingreso_mensual_hogar,estrato_socioeconomico,recibe_subsidio,numero_integrantes_hogar,numero_menores_hogar,adulto_mayor_hogar,persona_con_discapacidad_hogar,acceso_internet_estable,acceso_servicios_basicos_completo,riesgo_habitacional,tiempo_desplazamiento_cabecera_min,distancia_centro_salud_min,inasistencia_escolar_hogar,nivel_educativo_jefe_hogar,barrio
H01364,2182235,3,1,6,1,1,0,1,1,3,16,26,0,3,Las Flores
H01365,961039,1,1,3,1,0,0,0,0,4,109,70,0,3,Nueva Colombia
H01366,1226869,1,1,5,0,0,0,0,0,4,54,25,0,3,La Aurora
H01367,1225218,1,0,3,0,1,0,0,1,3,22,11,0,1,La Esperanza
H01368,1480038,2,1,3,3,0,0,1,1,4,38,15,0,4,El Bosque
H01369,2568965,3,0,3,3,0,0,1,1,2,21,17,0,5,La Primavera
H01370,1090346,2,0,8,1,0,0,1,0,2,44,16,1,2,La Primavera
H01371,1870259,2,1,1,1,0,0,1,1,4,27,18,1,2,Villa Sofía
H01372,2334857,2,0,7,2,0,0,0,1,4,59,33,1,3,Santa Ana
H01373,1681754,1,0,6,3,0,0,1,1,2,19,21,1,3,La Unión
H01374,2002844,3,1,7,4,1,0,1,1,3,27,36,0,2,Villa Sofía
H01375,2596238,3,0,5,2,0,0,0,1,2,24,5,1,4,El Carmen
H01376,1416524,1,1,3,2,0,0,1,1,5,45,21,0,4,Centro
H01377,1803389,3,1,4,2,0,0,1,1,3,52,50,0,2,Buenos Aires
H01378,1440337,2,1,4,3,0,0,0,1,4,37,46,0,1,Las Acacias
H01379,945324,1,1,4,1,0,0,1,1,5,39,34,0,1,La Aurora
H01380,1274119,2,1,4,2,0,0,1,0,5,39,66,0,4,Santa Ana
H01381,2128547,3,1,4,2,0,0,1,0,5,67,34,0,2,La Primavera
H01382,723069,1,0,3,2,1,0,0,1,5,66,22,1,2,La Victoria
H01383,3484613,3,0,5,2,0,0,1,1,2,15,25,0,3,La Unión
H01384,533166,1,0,5,3,1,0,0,0,3,71,33,1,2,El Bosque
H01385,822292,1,1,4,1,1,1,0,0,4,39,35,1,2,Centro
H01386,3655400,3,0,5,2,0,0,1,1,1,21,23,0,4,Buenos Aires
H01387,1975865,3,1,7,3,1,0,1,0,3,20,15,1,2,El Bosque
H01388,1695163,1,1,5,4,0,0,1,1,2,7,25,0,1,El Porvenir
H01389,3441827,3,1,3,1,0,0,1,0,3,40,5,1,4,Villa Diana
H01390,2936361,4,0,3,0,0,0,1,1,2,30,3,0,3,La Unión
H01391,1172251,1,0,1,3,0,1,0,0,4,51,49,0,4,Villa Diana
H01392,1360990,1,1,6,3,1,0,1,1,3,45,18,0,3,Santa Ana
H01393,1788968,2,0,5,1,0,0,0,1,3,94,68,0,3,Villa Sofía
H01394,1628548,1,0,3,4,1,0,0,0,4,103,107,0,3,Las Acacias
H01395,2889065,3,0,3,1,0,0,1,1,1,41,9,0,3,Buenos Aires
H01396,1323954,2,1,5,2,0,0,0,1,2,42,37,0,2,El Progreso
H01397,524954,2,1,2,2,0,0,0,0,5,107,70,1,2,Buenos Aires
H01398,2152635,1,0,5,2,0,0,1,1,3,45,46,1,1,Villa Sofía
H01399,1462151,1,0,8,2,0,0,1,0,2,32,13,1,2,El Porvenir
H01400,1215753,1,0,6,2,0,0,1,1,4,11,6,0,2,San Jorge
H01401,937684,1,0,6,1,0,0,0,1,4,49,17,0,1,Nueva Colombia
H01402,1072903,1,0,2,3,0,0,0,1,5,50,17,0,1,Santa Ana
H01403,905951,2,0,6,2,1,0,1,0,4,70,43,0,2,El Carmen
H01404,1138519,3,0,1,1,1,0,1,1,3,86,53,0,2,Villa Sofía
H01405,789089,1,1,7,2,1,1,0,1,4,114,32,0,2,Buenos Aires
H01406,1725831,2,1,3,1,1,0,0,1,2,68,92,0,4,La Aurora
H01407,2981493,3,0,3,0,0,0,1,1,1,24,14,0,4,Santa Ana
H01408,3382710,3,0,3,1,0,0,0,1,3,48,27,0,4,Las Acacias
H01409,1167135,1,1,2,1,1,1,1,1,4,46,12,0,2,San Jorge
H01410,2711959,3,0,4,3,0,0,1,1,2,47,26,0,2,Bellavista
H01411,1677375,2,0,4,1,0,0,1,1,1,29,28,0,3,La Esperanza
H01412,1477427,1,0,4,1,0,0,0,1,1,62,29,0,2,Manablanca
H01413,1432947,1,0,3,1,0,0,1,0,2,40,59,0,3,Altos del Sol
H01414,1434154,2,1,6,3,0,0,0,1,4,105,29,0,2,El Bosque
H01415,947921,2,0,3,1,0,0,1,1,1,31,21,0,3,La Primavera
H01416,2301807,2,0,3,1,0,0,1,0,2,61,21,0,3,Centro
H01417,802099,1,1,7,3,0,0,0,1,5,144,47,0,2,Villa Diana
H01418,2124116,3,1,6,2,0,0,0,1,1,57,16,0,3,La Esperanza
H01419,1853680,1,0,6,2,0,1,1,1,4,32,28,0,4,Bellavista
H01420,2512624,2,0,3,2,0,0,1,0,1,28,9,0,4,Las Flores
H01421,781357,1,1,5,2,0,0,0,1,4,92,88,0,3,Villa Diana
H01422,663746,2,1,6,1,1,0,1,0,5,117,62,0,3,La Primavera
H01423,2567408,3,0,3,1,0,0,1,1,2,33,16,0,4,San Luis
H01424,3366904,3,0,4,1,0,0,1,1,1,22,7,1,5,Santa Ana
H01425,2833138,3,1,4,2,0,0,1,1,2,32,34,0,5,Buenos Aires
H01426,2876431,3,0,2,1,0,0,1,1,3,13,14,0,2,Las Acacias
H01427,1559279,3,1,4,1,0,0,0,1,3,34,34,1,3,La Unión
H01428,1823498,1,0,8,2,0,0,1,1,3,62,41,1,3,Villa Diana
H01429,1383839,2,0,3,2,0,0,0,1,4,46,29,0,1,Santa Ana
H01430,732497,1,1,3,3,0,0,0,0,4,77,77,0,2,La Primavera
H01431,3785875,4,0,4,2,0,0,1,1,2,17,28,0,4,La Victoria
H01432,1801815,1,1,4,0,0,0,1,1,4,98,61,0,3,La Aurora
H01433,2810509,2,0,5,2,0,0,1,1,2,26,18,0,4,Centro
H01434,346815,1,1,4,0,0,0,0,1,4,30,37,0,2,Centro
H01435,1913666,3,0,6,4,0,0,0,1,3,55,11,1,2,La Unión
H01436,1877075,1,0,4,3,0,0,1,1,3,21,14,1,1,Villa Diana
H01437,1812036,2,0,6,3,1,0,1,1,3,57,26,1,1,Las Flores
H01438,1430163,2,1,6,3,1,1,0,0,3,67,45,0,1,El Progreso
H01439,3339939,3,0,3,0,0,0,1,1,1,10,19,0,5,Buenos Aires
H01440,1385172,1,0,5,4,0,0,0,1,5,86,31,0,2,Villa Sofía
H01441,1783548,2,1,6,1,1,0,1,1,2,84,55,1,2,Nueva Colombia
H01442,2293254,3,0,6,3,0,0,0,1,3,23,17,0,2,Buenos Aires
H01443,1018644,2,1,6,3,1,0,0,1,4,80,48,0,2,Villa Diana
H01444,3822141,4,0,2,1,0,0,0,1,1,11,15,0,4,La Victoria
H01445,1726531,2,0,3,2,0,0,1,1,3,77,51,0,1,Manablanca
H01446,1610626,3,0,4,1,1,0,1,1,2,44,25,1,4,La Esperanza
H01447,2200000,3,0,5,1,0,0,0,1,4,50,25,1,4,San Luis
H01448,1880980,3,1,1,2,0,0,0,1,3,76,54,0,2,La Aurora
H01449,2922486,3,0,3,2,0,0,1,1,1,3,31,0,4,El Progreso
H01450,2573157,3,1,9,3,0,0,0,1,3,43,14,0,3,La Primavera
H01451,2262530,2,1,3,1,1,0,1,1,2,42,20,1,4,Los Pinos
H01452,2136615,2,1,2,1,1,0,1,1,1,33,27,0,4,Bellavista
H01453,2202015,2,1,3,2,0,0,1,1,2,37,19,0,4,El Porvenir
H01454,1324924,2,1,4,0,0,0,0,0,4,26,47,0,1,San Jorge
H01455,1884121,2,0,5,2,0,1,1,1,3,69,68,0,1,Las Acacias
H01456,674680,1,1,6,6,1,1,1,0,4,53,89,1,2,La Victoria
H01457,1657808,2,1,4,1,0,0,1,1,4,75,51,1,3,Villa Sofía
H01458,2772436,4,0,5,0,1,0,1,1,2,28,15,1,4,La Unión
H01459,3036968,2,0,4,1,0,0,1,1,1,23,10,0,4,La Esperanza
H01460,799385,1,0,6,1,0,0,0,0,5,122,19,1,2,San Jorge
H01461,2036630,2,1,3,2,1,0,0,1,4,44,30,0,4,Villa Diana
H01462,1541630,2,0,5,4,0,0,1,1,5,58,4,1,3,La Victoria
H01463,1505725,1,0,5,4,0,0,1,1,3,38,19,1,2,Villa Sofía
H01464,1528195,3,1,7,2,0,0,1,1,3,22,39,1,2,Los Pinos
H01465,2018751,2,1,3,3,0,0,1,1,1,38,9,0,3,El Progreso
H01466,981707,2,0,5,1,0,0,1,1,4,127,64,0,2,Villa Diana
H01467,1906916,1,0,4,0,0,1,1,1,4,84,31,1,2,El Bosque
H01468,1031251,1,1,7,3,1,1,1,1,4,35,28,0,2,El Progreso
H01469,2899618,3,0,5,2,0,0,0,1,1,18,16,0,3,La Unión
H01470,976189,2,1,6,2,0,0,1,0,4,61,91,0,1,Nueva Colombia
H01471,1299131,1,1,2,3,0,1,1,1,3,47,27,1,1,El Progreso
H01472,1149072,2,0,4,0,0,0,0,1,2,61,22,1,2,Villa Sofía
H01473,1174846,1,0,6,2,0,0,0,1,2,61,31,0,3,La Aurora
H01474,687022,2,1,4,2,0,0,1,0,4,84,37,0,3,Los Pinos
H01475,1128591,1,0,4,2,0,0,0,1,5,21,14,0,1,San Luis
H01476,1243858,1,1,5,3,0,0,1,1,3,38,26,0,1,San Carlos
H01477,973508,2,1,5,3,0,0,1,1,4,20,49,0,2,Las Acacias
H01478,1086732,1,1,5,1,1,0,1,0,5,33,6,1,2,Villa Diana
H01479,1475912,2,0,2,2,0,0,0,1,5,42,39,0,1,Altos del Sol
H01480,1100572,1,1,4,2,1,0,0,1,2,41,4,1,4,Buenos Aires
H01481,1224339,2,0,3,2,0,0,1,1,1,5,4,1,1,La Unión
H01482,962696,1,1,3,3,0,1,0,1,3,39,21,0,4,La Unión
H01483,1005188,2,0,6,1,1,0,1,0,5,57,37,0,2,Buenos Aires
H01484,1994894,3,0,1,2,0,0,1,0,5,22,46,1,2,Buenos Aires
H01485,1943740,2,1,7,2,0,0,0,1,4,33,15,0,4,Las Acacias
H01486,1124239,2,0,2,1,0,0,1,1,4,29,27,0,2,Villa Sofía
H01487,671671,2,1,3,0,0,0,0,0,2,21,22,0,3,Buenos Aires
H01488,909918,2,1,3,4,0,0,0,1,2,60,35,1,4,El Porvenir
H01489,761686,2,1,1,1,1,0,1,1,5,58,36,0,4,San Jorge
H01490,2470911,4,0,3,1,1,0,1,1,2,3,27,0,4,Las Flores
H01491,2293817,3,1,2,2,1,0,0,1,2,36,29,0,4,Las Flores
H01492,3050660,2,1,5,1,0,0,1,1,1,19,15,0,2,La Primavera
H01493,1868838,2,0,4,2,1,0,1,0,3,35,9,0,4,Villa Diana
H01494,2267045,2,1,5,3,0,1,0,0,2,27,19,1,3,La Aurora
H01495,1765477,3,0,5,0,0,1,1,1,3,57,76,0,3,La Primavera
H01496,3678036,3,0,3,0,0,0,1,1,3,22,19,0,3,Bellavista
H01497,3636526,4,1,3,2,1,0,1,1,2,33,14,0,5,La Primavera
H01498,2808684,2,0,3,1,0,0,1,1,1,23,18,0,4,Bellavista
H01499,1374514,1,0,5,3,1,1,1,0,3,34,34,0,2,El Progreso
H01500,2421091,2,1,5,0,0,0,1,1,3,21,7,0,3,El Porvenir
H01501,2202021,1,0,6,1,0,0,0,1,4,107,58,0,3,San Jorge
H01502,2765271,3,0,4,0,0,0,1,1,2,12,29,0,2,Las Flores
H01503,1974312,2,0,2,1,1,0,1,1,2,15,19,0,2,Los Pinos
H01504,2294669,3,0,3,1,0,0,1,1,1,18,19,0,4,San Jorge
H01505,1162112,2,1,6,0,0,0,1,1,2,21,24,0,2,La Victoria
H01506,3092147,3,0,5,0,0,0,1,1,2,16,9,1,3,Villa Diana
H01507,592837,2,1,5,1,0,0,1,1,3,38,21,0,4,San Jorge
H01508,2406497,2,0,6,0,0,1,1,1,2,13,23,1,3,San Jorge
H01509,1783160,2,1,3,2,0,0,1,1,1,33,18,0,4,Centro
H01510,1449060,1,0,3,1,1,0,0,1,3,43,4,0,2,El Porvenir
H01511,1279333,2,1,4,2,1,0,1,1,4,32,44,0,3,Buenos Aires
H01512,1567306,1,1,2,0,1,0,1,0,3,41,43,0,1,El Porvenir
H01513,1073462,1,0,9,2,0,0,1,0,4,54,41,0,2,Buenos Aires
H01514,2623640,1,0,3,1,1,0,0,1,3,61,85,0,4,El Carmen
H01515,992626,1,1,9,3,0,0,0,1,4,77,70,0,1,San Jorge
H01516,987756,1,1,7,1,0,0,1,0,2,30,51,0,2,Villa Sofía
H01517,345497,2,1,5,2,1,0,0,0,5,68,62,0,2,Buenos Aires
H01518,1798617,1,0,6,2,0,0,0,1,3,18,22,0,2,Nueva Colombia
H01519,3023697,3,0,3,2,0,0,1,1,2,25,23,0,4,Centro
H01520,770445,1,1,5,4,0,0,0,1,4,43,35,0,3,La Esperanza
H01521,2534088,2,1,4,1,1,0,1,1,4,8,6,1,2,El Progreso
H01522,1349858,2,0,6,0,1,0,1,1,2,16,25,0,3,Bellavista
H01523,1025031,1,1,4,3,1,0,1,1,5,102,115,0,2,Villa Sofía
H01524,632271,1,0,3,1,0,0,1,0,4,38,39,0,2,San Luis
H01525,961517,1,0,5,1,0,0,0,1,3,48,15,0,3,La Unión
H01526,1425107,2,0,5,2,0,0,1,0,2,54,42,0,3,Buenos Aires
H01527,1255074,1,1,8,2,1,0,1,1,2,35,31,1,4,La Primavera
H01528,687024,2,1,9,0,1,1,0,1,4,175,74,1,3,La Victoria
H01529,1080923,2,0,5,4,0,0,0,1,3,41,35,0,2,Villa Diana
H01530,1079459,1,1,4,0,0,0,0,1,4,56,32,0,1,La Victoria
H01531,3099047,2,1,4,1,1,0,1,1,2,33,15,0,3,San Luis
H01532,2039452,2,0,2,3,1,0,0,1,3,67,28,1,2,Villa Sofía
H01533,816980,2,1,7,4,0,0,1,1,3,10,36,1,1,Villa Sofía
H01534,1632405,1,0,4,1,0,0,1,1,4,50,74,0,1,La Primavera
H01535,2171695,3,1,4,2,1,0,0,0,3,116,64,1,3,El Bosque
H01536,928632,1,1,5,2,0,0,0,1,5,72,72,1,2,La Victoria
H01537,2621740,3,0,2,1,0,0,1,1,1,30,29,0,4,Las Flores
H01538,1585519,2,1,5,1,0,0,1,1,4,75,34,0,3,Altos del Sol
H01539,1448794,3,1,4,2,0,0,1,1,4,52,34,1,4,Bellavista
H01540,3007756,2,0,4,2,1,0,1,1,1,16,12,0,5,Santa Ana
H01541,818190,3,0,4,3,0,0,1,1,4,40,35,0,1,El Progreso
H01542,1581963,2,1,8,5,0,0,1,1,4,54,4,0,2,San Carlos
H01543,947766,1,1,6,3,0,0,0,1,5,82,37,1,3,Altos del Sol
H01544,3661668,3,0,5,2,0,1,0,1,2,37,11,0,3,Las Flores
H01545,1255069,1,1,3,1,0,0,1,1,4,105,65,1,1,San Luis
H01546,1856606,3,1,8,1,1,1,1,1,2,36,6,0,3,Buenos Aires
H01547,1502487,2,0,3,1,0,0,1,1,1,22,23,0,3,San Luis
H01548,844876,1,1,3,3,1,1,0,1,4,105,31,1,2,San Luis
H01549,938330,1,1,3,2,0,1,0,1,5,92,69,1,2,San Jorge
H01550,1978823,2,0,7,1,0,0,0,1,2,33,25,1,3,El Porvenir
H01551,2454443,2,1,4,2,0,0,0,0,4,41,60,0,3,Las Acacias
H01552,3143265,4,1,6,3,0,0,0,0,2,11,15,0,3,San Jorge
H01553,853623,2,1,4,1,0,0,1,1,4,42,50,1,2,La Aurora
H01554,2181549,3,0,6,2,0,0,1,1,3,29,14,0,2,San Jorge
H01555,1751585,2,0,7,3,0,0,0,1,2,43,20,0,3,Santa Ana
H01556,2363291,2,0,3,2,0,0,1,1,2,19,13,0,4,La Primavera
H01557,1422041,1,1,6,4,0,0,1,1,2,26,28,0,1,Bellavista
H01558,2816666,3,0,3,1,0,0,1,1,2,33,35,0,4,San Carlos
H01559,990354,1,1,5,1,0,0,0,0,5,92,56,0,2,El Bosque
H01560,369791,1,1,7,0,1,0,0,1,4,47,37,0,3,El Carmen
H01561,2313369,2,1,3,2,0,0,1,1,2,24,3,0,4,Las Acacias
H01562,1486089,2,1,4,3,0,1,1,1,2,77,19,1,1,La Unión
H01563,2816706,4,1,5,1,0,0,1,1,1,14,15,0,5,Buenos Aires
H01564,2607352,3,0,6,3,0,1,1,1,2,15,19,0,4,Los Pinos
H01565,678515,2,1,5,4,0,0,1,0,3,27,34,0,2,El Porvenir
H01566,2953366,3,1,3,2,1,1,1,1,1,14,13,0,5,Las Flores
H01567,1869795,2,1,5,2,0,0,1,0,3,68,63,1,4,Altos del Sol
H01568,1453613,2,1,5,1,0,0,1,1,4,33,41,1,3,Villa Sofía
H01569,2270524,2,0,3,0,1,1,0,1,4,97,46,0,1,El Bosque
H01570,3633121,4,0,4,0,0,0,1,1,3,25,23,0,4,Las Acacias
H01571,1056982,1,0,1,3,0,0,0,1,3,28,24,0,2,Centro
H01572,2704737,2,0,5,3,0,0,1,1,3,36,8,0,3,El Porvenir
H01573,818276,2,1,3,0,0,0,1,1,1,29,20,1,3,San Jorge
H01574,2969211,4,0,5,2,1,0,1,1,1,39,19,0,3,La Victoria
H01575,1545298,3,0,4,1,1,0,1,0,3,22,8,0,3,San Luis
H01576,2491171,4,1,5,2,0,0,1,1,1,8,16,0,3,Santa Ana
H01577,1276236,2,0,3,2,0,0,0,1,4,43,26,0,1,La Primavera
H01578,3128977,3,0,4,2,1,0,1,1,1,17,18,0,4,Bellavista
H01579,1286057,2,1,6,1,0,0,0,1,1,38,38,0,2,Bellavista
H01580,1966486,2,0,8,2,0,0,1,1,2,29,27,0,2,El Bosque
H01581,952719,1,0,4,1,0,0,1,1,2,24,18,0,1,La Unión
H01582,855476,1,1,8,2,0,0,0,0,5,56,63,1,2,Las Acacias
H01583,1206256,1,1,3,1,0,0,0,1,3,41,39,1,3,Las Acacias
H01584,3271864,3,0,5,2,0,0,0,0,1,18,40,0,3,Bellavista
H01585,1278219,3,0,6,3,1,0,1,1,2,32,4,0,2,La Primavera
H01586,2460926,2,1,4,3,0,0,1,0,4,91,19,0,2,Villa Sofía
H01587,1989889,3,1,7,1,0,0,0,0,3,51,16,0,2,Las Acacias
H01588,1404646,1,1,4,2,0,0,0,1,2,84,85,0,3,El Carmen
H01589,1035682,1,1,3,1,0,0,1,1,3,69,30,0,2,Altos del Sol
H01590,1433844,2,1,2,2,1,0,0,0,2,57,55,0,4,El Bosque
H01591,2715236,3,0,2,1,1,0,1,1,1,25,16,0,4,Los Pinos
H01592,1419342,1,0,4,0,0,0,0,1,4,52,51,0,3,La Primavera
H01593,1499070,2,1,4,2,1,0,0,1,3,65,61,0,2,Las Acacias
H01594,1054025,2,1,4,1,0,0,0,0,4,76,55,0,2,La Victoria
H01595,626465,1,1,5,3,0,0,1,1,3,42,17,0,2,Villa Diana
H01596,1335208,2,1,6,1,0,0,1,1,1,45,20,0,3,El Carmen
H01597,1767391,2,0,4,4,1,0,0,1,2,45,21,0,1,Buenos Aires
H01598,1281695,2,1,5,1,0,0,0,1,3,31,27,0,2,Las Acacias
H01599,1217323,1,0,5,3,0,0,1,0,2,37,37,0,1,Santa Ana
H01600,1165445,3,0,5,3,0,0,1,1,3,25,32,0,3,El Carmen
H01601,1585493,1,0,3,3,0,0,1,1,4,53,40,0,2,Buenos Aires
H01602,2055335,1,0,6,3,0,0,1,1,3,53,29,1,1,Las Flores
H01603,895572,2,1,6,3,0,0,0,1,4,110,78,1,2,El Carmen
H01604,2274094,2,0,4,1,0,0,1,1,1,7,9,1,3,La Primavera
H01605,2131166,3,1,6,2,0,0,1,1,3,42,28,1,3,Nueva Colombia
H01606,1715397,1,1,4,1,1,0,1,1,3,42,30,0,1,Las Acacias
H01607,2231101,3,0,5,3,0,0,1,1,2,7,29,1,2,Altos del Sol
H01608,2423978,3,1,1,1,0,0,1,1,2,28,22,0,4,San Jorge
H01609,1662255,2,0,6,2,1,0,0,1,5,20,44,0,1,San Luis
H01610,1722607,1,1,6,2,1,0,1,1,3,42,13,0,2,Santa Ana
H01611,2147084,2,0,4,3,0,0,1,1,2,35,29,0,1,San Luis
H01612,2177488,3,0,2,2,0,0,1,1,1,29,28,0,3,San Luis
H01613,1567328,1,1,7,2,0,0,0,1,3,5,21,0,1,San Luis
H01614,529536,1,1,5,4,0,1,0,0,5,146,46,1,2,El Carmen
H01615,1111032,2,0,4,3,0,0,0,1,3,45,84,0,1,Villa Sofía
H01616,2315253,3,0,3,1,0,0,0,1,3,11,13,0,4,Villa Diana
H01617,1059505,2,1,6,1,0,0,1,1,3,27,39,0,2,El Bosque
H01618,3302374,3,0,4,2,0,0,1,1,2,37,18,1,2,Santa Ana
H01619,2515162,2,1,3,1,0,0,1,1,1,18,6,0,4,La Esperanza
H01620,1169426,3,1,6,1,1,0,0,1,5,56,26,0,2,Los Pinos
H01621,2791309,2,0,9,2,0,0,1,1,4,25,9,0,1,Altos del Sol
H01622,2397036,3,1,6,3,1,0,1,1,3,61,11,0,3,La Unión
H01623,1758434,2,0,7,2,1,0,0,1,2,28,28,0,3,San Luis
H01624,989694,1,1,5,3,1,0,1,1,2,49,37,1,2,Villa Diana
H01625,2286743,3,1,4,1,1,0,1,1,2,24,14,0,2,San Luis
H01626,1675275,3,0,4,2,0,0,0,1,2,22,37,0,3,Centro
H01627,1684676,2,0,3,0,1,0,0,0,4,34,41,0,2,San Carlos
H01628,2608075,3,0,3,0,0,0,1,1,2,22,3,0,4,El Progreso
H01629,1517742,2,1,4,2,0,0,1,0,3,45,9,0,2,La Esperanza
H01630,1265678,3,0,6,2,0,0,1,1,5,70,50,0,3,La Esperanza
H01631,2472996,3,0,3,2,0,0,1,1,1,17,31,0,4,Buenos Aires
H01632,4063139,4,0,5,1,0,0,0,1,1,3,26,0,5,Centro
H01633,1317356,1,1,8,1,0,0,0,1,1,44,35,1,1,Buenos Aires
H01634,1338843,2,0,3,2,1,0,1,1,1,45,22,0,1,El Carmen
H01635,1334100,1,1,5,2,1,0,0,1,3,40,49,0,4,Manablanca
H01636,2368699,2,1,6,3,0,0,1,1,4,50,19,0,2,Nueva Colombia
H01637,896437,2,1,5,2,1,1,1,1,4,48,42,0,2,El Bosque
H01638,2732164,2,0,3,3,1,1,1,1,1,25,33,0,2,La Primavera
H01639,1285840,2,1,4,2,0,0,0,1,4,46,32,0,2,San Jorge
H01640,1140895,1,1,7,3,1,0,0,1,2,43,32,0,3,San Carlos
H01641,2130222,2,1,4,3,0,0,0,1,2,41,16,1,3,Los Pinos
H01642,2207408,2,0,3,1,0,0,1,1,2,16,13,0,4,Las Flores
H01643,1334783,2,0,4,0,1,0,1,0,5,17,31,1,3,Las Acacias
H01644,1177821,1,1,6,1,0,0,0,1,2,56,41,1,2,Buenos Aires
H01645,1399805,3,0,5,2,0,0,1,0,3,58,50,0,4,San Carlos
H01646,840069,1,1,2,3,0,1,0,1,5,79,62,0,1,Manablanca
H01647,1460130,1,0,5,4,1,0,0,1,2,45,13,1,2,La Aurora
H01648,3637514,3,1,4,1,0,0,1,1,2,18,29,1,4,La Victoria
H01649,1269170,2,0,5,2,0,0,1,0,3,41,36,0,2,Los Pinos
H01650,2778322,4,1,3,3,0,0,1,1,1,21,11,0,4,San Carlos
H01651,3085992,4,1,3,3,0,0,1,1,2,21,34,0,5,Villa Diana
H01652,1382362,1,1,3,2,0,1,0,1,4,107,59,0,2,Villa Sofía
H01653,1665358,2,1,4,1,0,0,0,1,4,90,56,0,1,El Carmen
H01654,1509321,1,1,4,1,0,0,0,1,2,77,42,1,3,Bellavista
H01655,1434178,2,0,5,3,0,0,0,1,3,5,29,0,4,Nueva Colombia
H01656,1796566,2,1,4,0,0,0,1,1,5,34,42,0,2,San Luis
H01657,614872,2,0,3,1,0,0,0,1,5,102,55,1,2,El Carmen
H01658,1246492,3,0,4,3,0,0,0,1,5,58,30,0,3,Villa Diana
H01659,2505209,3,0,3,1,1,0,1,1,2,33,8,0,3,La Victoria
H01660,1325070,1,0,5,2,0,0,1,1,2,26,24,0,2,San Jorge
H01661,1363836,2,1,5,1,0,0,0,1,2,124,50,1,3,Altos del Sol
H01662,1570296,1,1,4,4,1,0,1,1,3,21,37,0,2,Los Pinos
H01663,1800932,3,0,6,3,0,0,1,1,4,11,47,0,3,Nueva Colombia
H01664,1093157,2,1,4,2,0,0,0,1,3,52,36,0,4,Nueva Colombia
H01665,951520,1,1,4,3,0,0,1,1,4,68,32,0,2,Manablanca
H01666,2326845,2,0,5,1,1,0,1,1,1,32,17,0,2,Las Flores
H01667,2214906,2,1,3,1,0,0,1,1,2,15,10,0,3,Santa Ana
H01668,1202038,1,0,3,3,1,1,1,1,2,19,19,0,3,San Jorge
H01669,1547505,3,0,3,3,0,0,1,0,4,20,31,1,1,Bellavista
H01670,1197013,2,0,3,5,0,0,1,1,3,17,22,0,2,Los Pinos
H01671,3327876,3,0,1,1,1,0,0,0,1,22,13,0,5,Centro
H01672,981652,1,0,7,4,1,1,1,1,5,107,40,0,2,La Victoria
H01673,959331,1,0,3,2,0,0,0,1,4,65,56,0,1,Nueva Colombia
H01674,1454741,2,1,6,0,0,0,1,0,4,84,52,0,2,La Aurora
H01675,1826820,2,1,5,2,1,0,1,0,3,38,28,0,4,El Carmen
H01676,1572732,1,0,7,4,1,0,1,1,4,56,31,0,2,La Esperanza
H01677,1664831,1,1,7,3,0,0,1,0,2,53,49,0,4,El Porvenir
H01678,1561511,2,1,8,3,0,0,1,1,4,38,9,0,4,Bellavista
H01679,1519857,2,0,5,2,1,0,1,1,3,26,4,0,2,Villa Diana
H01680,1304191,1,1,4,3,1,0,0,1,3,27,35,0,2,San Luis
H01681,1009979,2,1,5,2,0,0,0,1,3,37,33,0,2,San Carlos
H01682,3387389,2,0,3,1,0,0,1,1,2,46,13,0,5,La Primavera
H01683,1171621,1,1,7,2,0,0,1,1,4,63,61,0,3,Altos del Sol
H01684,1120140,1,1,3,0,0,0,1,0,4,52,43,0,3,Altos del Sol
H01685,820587,2,1,2,1,0,1,1,1,3,33,47,0,3,Buenos Aires
H01686,549482,1,1,4,0,0,0,1,0,4,32,16,0,2,Buenos Aires
H01687,888739,1,1,7,0,0,0,0,1,4,61,67,0,2,La Primavera
H01688,1764661,2,0,7,2,0,1,1,1,2,5,23,1,3,Santa Ana
H01689,1465615,2,0,4,2,0,0,0,1,3,61,39,0,2,La Victoria
H01690,1189643,1,0,4,3,0,0,0,1,5,64,26,0,2,Nueva Colombia
H01691,2430537,3,1,7,4,0,0,0,1,3,19,20,0,3,Manablanca
H01692,1118157,2,1,5,3,1,0,0,1,3,61,21,0,3,El Progreso
H01693,569368,1,1,7,3,0,0,1,0,5,58,69,1,3,San Jorge
H01694,1063327,1,1,8,3,1,0,0,0,3,5,29,0,1,Altos del Sol
H01695,2571349,3,1,3,0,1,0,1,1,2,14,26,0,4,Santa Ana
H01696,2473651,3,1,4,1,0,0,1,1,3,108,78,1,4,La Aurora
H01697,2024674,2,1,3,2,0,0,1,1,2,3,21,0,4,El Progreso
H01698,1818127,2,1,2,2,1,0,1,1,2,21,15,1,2,La Esperanza
H01699,3302591,3,1,4,0,0,0,1,1,2,7,22,0,5,Santa Ana
H01700,1865586,2,0,4,2,0,1,1,1,2,38,19,0,4,El Progreso
H01701,1368836,1,1,5,2,1,0,0,0,5,33,9,0,2,Centro
H01702,2353360,2,0,2,2,0,0,1,1,3,3,25,0,3,Las Acacias
H01703,2563654,3,1,3,2,0,0,1,1,2,55,19,0,5,Villa Diana
H01704,1451224,1,1,6,3,0,0,0,1,5,16,26,0,2,Nueva Colombia
H01705,2068900,2,1,5,3,0,0,1,1,2,81,57,0,3,Altos del Sol
